gu,dong,apt_name,deal_date,area_m2,floor,year_built,price_manwon,price_krw
송파구,풍납동,금강캐스빌,2025-10-31,84.06,5.0,2010.0,74500.0,745000000.0
송파구,거여동,거여1단지,2025-10-31,49.8,1.0,1997.0,85000.0,850000000.0
송파구,오금동,송파두산위브,2025-10-31,84.9703,15.0,2019.0,140000.0,1400000000.0
송파구,가락동,가락(1차)쌍용아파트,2025-10-31,59.92,7.0,1997.0,171500.0,1715000000.0
송파구,가락동,대림,2025-10-31,68.78,5.0,1988.0,130000.0,1300000000.0
송파구,가락동,동궁리치웰(102동),2025-10-31,83.9,2.0,2005.0,115000.0,1150000000.0
송파구,방이동,현대홈타운스위트103,2025-10-31,146.25,5.0,2004.0,178000.0,1780000000.0
송파구,잠실동,리센츠,2025-10-31,124.22,25.0,2008.0,420000.0,4200000000.0
송파구,잠실동,트리지움,2025-10-31,84.97,22.0,2007.0,305000.0,3050000000.0
송파구,잠실동,잠실엘스,2025-10-31,84.88,19.0,2008.0,340000.0,3400000000.0
송파구,잠실동,리센츠,2025-10-31,27.68,21.0,2008.0,135000.0,1350000000.0
송파구,장지동,송파더센트레,2025-10-31,51.77,9.0,2013.0,120000.0,1200000000.0
송파구,가락동,헬리오시티,2025-10-31,84.95,25.0,2018.0,303500.0,3035000000.0
송파구,가락동,삼환,2025-10-31,72.7,5.0,1984.0,190000.0,1900000000.0
송파구,오금동,우창,2025-10-31,109.72,2.0,1985.0,143000.0,1430000000.0
송파구,가락동,헬리오시티,2025-10-31,84.95,25.0,2018.0,303500.0,3035000000.0
송파구,신천동,파크리오,2025-10-31,144.77,13.0,2008.0,377000.0,3770000000.0
송파구,거여동,거여1단지,2025-10-31,49.8,9.0,1997.0,96200.0,962000000.0
송파구,잠실동,잠실엘스,2025-10-31,84.8,18.0,2008.0,337000.0,3370000000.0
송파구,잠실동,트리지움,2025-10-31,114.7,9.0,2007.0,380000.0,3800000000.0
송파구,가락동,우성,2025-10-31,43.79,6.0,1986.0,138000.0,1380000000.0
송파구,잠실동,잠실엘스,2025-10-31,84.8,4.0,2008.0,325000.0,3250000000.0
송파구,가락동,성원상떼빌,2025-10-31,108.6,21.0,2006.0,124700.0,1247000000.0
송파구,가락동,가락쌍용(2차),2025-10-31,59.88,11.0,1999.0,140000.0,1400000000.0
송파구,문정동,문정래미안,2025-10-31,150.58,13.0,2004.0,200000.0,2000000000.0
송파구,잠실동,잠실엘스,2025-10-31,84.8,24.0,2008.0,335000.0,3350000000.0
송파구,오금동,우방,2025-10-31,84.95,2.0,2001.0,96500.0,965000000.0
송파구,잠실동,주공아파트 5단지,2025-10-31,76.5,7.0,1978.0,405700.0,4057000000.0
송파구,방이동,올림픽베어스타운1,2025-10-31,84.24,2.0,1996.0,121500.0,1215000000.0
송파구,방이동,올림픽선수기자촌3단지,2025-10-31,100.31,1.0,1988.0,310000.0,3100000000.0
송파구,문정동,문정래미안,2025-10-31,150.58,6.0,2004.0,200500.0,2005000000.0
송파구,문정동,파크하비오,2025-10-30,84.9648,1.0,2016.0,159000.0,1590000000.0
송파구,장지동,위례24단지(꿈에그린),2025-10-30,51.82,14.0,2013.0,139800.0,1398000000.0
송파구,잠실동,잠실엘스,2025-10-30,59.96,8.0,2008.0,302000.0,3020000000.0
송파구,방이동,올림픽베어스타운1,2025-10-30,84.24,19.0,1996.0,145000.0,1450000000.0
송파구,오금동,현대(2-4차),2025-10-30,170.32,7.0,1984.0,186000.0,1860000000.0
송파구,문정동,현대,2025-10-30,71.52,1.0,1991.0,78000.0,780000000.0
송파구,문정동,올림픽훼밀리타운,2025-10-30,136.325,14.0,1988.0,325000.0,3250000000.0
송파구,잠실동,레이크팰리스,2025-10-30,135.82,9.0,2006.0,428000.0,4280000000.0
송파구,잠실동,주공아파트 5단지,2025-10-30,82.51,12.0,1978.0,432500.0,4325000000.0
송파구,장지동,송파파인타운2단지,2025-10-30,84.95,3.0,2008.0,160000.0,1600000000.0
송파구,문정동,건영1,2025-10-30,84.39,5.0,1996.0,152000.0,1520000000.0
송파구,신천동,파크리오,2025-10-30,84.79,16.0,2008.0,300000.0,3000000000.0
송파구,거여동,송파시그니처롯데캐슬,2025-10-30,108.98,10.0,2021.0,199800.0,1998000000.0
송파구,잠실동,잠실엘스,2025-10-30,59.96,25.0,2008.0,300000.0,3000000000.0
송파구,잠실동,잠실엘스,2025-10-30,84.8,16.0,2008.0,338000.0,3380000000.0
송파구,거여동,거여5단지,2025-10-30,59.74,6.0,1997.0,97000.0,970000000.0
송파구,문정동,문정시영,2025-10-30,39.69,2.0,1989.0,79000.0,790000000.0
송파구,오금동,대림,2025-10-30,84.91,6.0,1988.0,215000.0,2150000000.0
송파구,가락동,성원상떼빌,2025-10-30,117.16,3.0,2006.0,118000.0,1180000000.0
송파구,문정동,힐스테이트e편한세상문정,2025-10-30,74.95,9.0,2024.0,189500.0,1895000000.0
송파구,송파동,금강KCC,2025-10-30,58.45,2.0,2003.0,96000.0,960000000.0
송파구,마천동,금호어울림,2025-10-30,84.96,4.0,2006.0,95800.0,958000000.0
송파구,문정동,올림픽훼밀리타운,2025-10-30,158.705,6.0,1988.0,330000.0,3300000000.0
송파구,방이동,트리니엘,2025-10-30,33.3799,2.0,2021.0,44000.0,440000000.0
송파구,가락동,가락우성2,2025-10-30,84.95,12.0,2000.0,109700.0,1097000000.0
송파구,풍납동,동아한가람1,2025-10-30,84.38,6.0,1995.0,115000.0,1150000000.0
송파구,신천동,파크리오,2025-10-30,121.63,23.0,2008.0,358000.0,3580000000.0
송파구,문정동,문정시영,2025-10-30,39.69,13.0,1989.0,81000.0,810000000.0
송파구,거여동,삼호아파트,2025-10-30,84.96,10.0,1999.0,85800.0,858000000.0
송파구,잠실동,주공아파트 5단지,2025-10-29,76.5,7.0,1978.0,396700.0,3967000000.0
송파구,가락동,우성,2025-10-29,109.25,10.0,1986.0,190000.0,1900000000.0
송파구,풍납동,현대리버빌1지구,2025-10-29,43.2,3.0,1999.0,68000.0,680000000.0
송파구,신천동,더샵스타리버,2025-10-29,142.17,29.0,2006.0,217000.0,2170000000.0
송파구,풍납동,현대리버빌1지구,2025-10-29,43.2,15.0,1999.0,74500.0,745000000.0
송파구,풍납동,송파현대힐스테이트,2025-10-29,84.99,8.0,2006.0,138500.0,1385000000.0
송파구,신천동,파크리오,2025-10-29,84.9,25.0,2008.0,288000.0,2880000000.0
송파구,마천동,송파파크데일2단지,2025-10-29,84.86,10.0,2011.0,111300.0,1113000000.0
송파구,가락동,헬리오시티,2025-10-29,84.95,26.0,2018.0,300000.0,3000000000.0
송파구,장지동,위례신도시송파푸르지오,2025-10-29,108.5918,7.0,2015.0,183000.0,1830000000.0
송파구,잠실동,리센츠,2025-10-29,59.99,5.0,2008.0,298000.0,2980000000.0
송파구,오금동,송파레미니스2단지,2025-10-29,59.87,5.0,2018.0,148500.0,1485000000.0
송파구,거여동,거여1단지,2025-10-29,39.6,4.0,1997.0,70000.0,700000000.0
송파구,잠실동,잠실엘스,2025-10-29,84.88,12.0,2008.0,330000.0,3300000000.0
송파구,송파동,송파삼성래미안아파트,2025-10-29,79.7,15.0,2001.0,206000.0,2060000000.0
송파구,가락동,삼환,2025-10-29,121.04,1.0,1984.0,205000.0,2050000000.0
송파구,문정동,올림픽훼밀리타운,2025-10-29,84.751,5.0,1988.0,263000.0,2630000000.0
송파구,풍납동,씨티극동1,2025-10-29,80.15,12.0,1998.0,123000.0,1230000000.0
송파구,문정동,올림픽훼밀리타운,2025-10-29,84.751,10.0,1988.0,265000.0,2650000000.0
마포구,망원동,신부3차파스카,2025-10-29,59.94,9.0,2002.0,66500.0,665000000.0
송파구,마천동,씨티,2025-10-29,84.98,12.0,2001.0,70000.0,700000000.0
송파구,가락동,가락3차쌍용스윗닷홈(103동),2025-10-29,84.94,9.0,2005.0,147500.0,1475000000.0
송파구,잠실동,아시아선수촌아파트,2025-10-29,178.325,7.0,1986.0,655000.0,6550000000.0
송파구,신천동,더샵스타리버,2025-10-29,171.53,31.0,2006.0,233000.0,2330000000.0
송파구,가락동,동부센트레빌,2025-10-29,115.93,12.0,2001.0,195000.0,1950000000.0
송파구,마천동,씨티,2025-10-29,84.98,12.0,2001.0,70000.0,700000000.0
송파구,장지동,송파더센트레,2025-10-29,59.85,23.0,2013.0,157000.0,1570000000.0
송파구,마천동,삼익1,2025-10-29,84.9,4.0,1996.0,91000.0,910000000.0
송파구,가락동,대림,2025-10-29,120.96,10.0,1988.0,160900.0,1609000000.0
송파구,문정동,문정래미안,2025-10-29,170.7,6.0,2004.0,235000.0,2350000000.0
송파구,가락동,가락금호아파트,2025-10-29,85.0,19.0,1997.0,185000.0,1850000000.0
송파구,가락동,삼환,2025-10-29,72.7,2.0,1984.0,176500.0,1765000000.0
송파구,잠실동,우성4차,2025-10-29,95.84,11.0,1983.0,255000.0,2550000000.0
송파구,가락동,롯데캐슬,2025-10-29,180.667,12.0,2003.0,155000.0,1550000000.0
송파구,오금동,삼성,2025-10-29,84.87,10.0,1989.0,110000.0,1100000000.0
송파구,오금동,현대백조,2025-10-29,84.92,9.0,1997.0,135000.0,1350000000.0
송파구,오금동,우방,2025-10-29,84.95,1.0,2001.0,88800.0,888000000.0
송파구,잠실동,레이크팰리스,2025-10-29,116.19,20.0,2006.0,370000.0,3700000000.0
송파구,오금동,엘리시움아파트,2025-10-29,64.7,6.0,2017.0,74000.0,740000000.0
송파구,가락동,헬리오시티,2025-10-29,110.66,16.0,2018.0,329500.0,3295000000.0
송파구,거여동,삼호아파트,2025-10-29,59.79,14.0,1999.0,73000.0,730000000.0
송파구,신천동,파크리오,2025-10-28,144.77,19.0,2008.0,358000.0,3580000000.0
송파구,가락동,가락우성2,2025-10-28,59.97,13.0,2000.0,100000.0,1000000000.0
송파구,잠실동,리센츠,2025-10-28,84.99,28.0,2008.0,335000.0,3350000000.0
송파구,방이동,올림픽선수기자촌2단지,2025-10-28,120.42,1.0,1988.0,395000.0,3950000000.0
송파구,방이동,올림픽선수기자촌2단지,2025-10-28,100.31,9.0,1988.0,319000.0,3190000000.0
송파구,장지동,송파파인타운1단지,2025-10-28,84.95,2.0,2010.0,142000.0,1420000000.0
송파구,문정동,파크하비오,2025-10-28,84.9648,7.0,2016.0,180000.0,1800000000.0
송파구,거여동,현대3차,2025-10-28,84.94,2.0,1993.0,94000.0,940000000.0
송파구,오금동,송파두산위브,2025-10-28,84.9703,8.0,2019.0,129600.0,1296000000.0
송파구,잠실동,트리지움,2025-10-28,84.83,17.0,2007.0,320000.0,3200000000.0
송파구,풍납동,잠실올림픽공원아이파크,2025-10-28,75.99,1.0,2019.0,231000.0,2310000000.0
송파구,잠실동,리센츠,2025-10-28,84.99,28.0,2008.0,335000.0,3350000000.0
송파구,잠실동,리센츠,2025-10-28,27.68,28.0,2008.0,126000.0,1260000000.0
송파구,장지동,송파와이즈더샵,2025-10-28,96.9906,2.0,2016.0,199000.0,1990000000.0
송파구,가락동,풍림1,2025-10-28,80.52,5.0,1995.0,106800.0,1068000000.0
송파구,가락동,롯데캐슬,2025-10-28,163.807,4.0,2003.0,136000.0,1360000000.0
송파구,잠실동,리센츠,2025-10-28,27.68,17.0,2008.0,160000.0,1600000000.0
송파구,신천동,파크리오,2025-10-28,59.64,11.0,2008.0,275000.0,2750000000.0
송파구,문정동,문정동아,2025-10-28,57.72,6.0,1997.0,73500.0,735000000.0
송파구,가락동,동부센트레빌,2025-10-28,115.93,10.0,2001.0,197000.0,1970000000.0
송파구,방이동,올림픽선수기자촌2단지,2025-10-28,100.31,9.0,1988.0,315000.0,3150000000.0
송파구,문정동,문정래미안,2025-10-28,120.97,1.0,2004.0,175000.0,1750000000.0
송파구,송파동,송파삼성래미안아파트,2025-10-28,105.99,22.0,2001.0,220000.0,2200000000.0
송파구,가락동,가락(1차)쌍용아파트,2025-10-28,59.92,14.0,1997.0,160000.0,1600000000.0
송파구,풍납동,동아한가람1,2025-10-28,84.38,13.0,1995.0,117000.0,1170000000.0
송파구,신천동,파크리오,2025-10-28,84.79,16.0,2008.0,310000.0,3100000000.0
송파구,신천동,파크리오,2025-10-28,84.79,20.0,2008.0,298500.0,2985000000.0
송파구,장지동,송파파인타운3단지,2025-10-28,84.93,2.0,2008.0,149000.0,1490000000.0
송파구,장지동,위례신도시송파푸르지오,2025-10-28,108.119,2.0,2015.0,187000.0,1870000000.0
송파구,송파동,송파파밀리에더퍼스트,2025-10-28,59.8077,4.0,2023.0,130000.0,1300000000.0
송파구,송파동,2차한양아파트,2025-10-28,146.96,12.0,1984.0,195000.0,1950000000.0
송파구,오금동,우창,2025-10-28,109.72,5.0,1985.0,162000.0,1620000000.0
마포구,상암동,상암월드컵파크7단지,2025-10-28,84.45,13.0,2005.0,129500.0,1295000000.0
송파구,문정동,파크하비오,2025-10-28,84.9072,15.0,2016.0,182000.0,1820000000.0
송파구,잠실동,잠실엘스,2025-10-28,84.8,22.0,2008.0,340000.0,3400000000.0
송파구,거여동,e편한세상송파파크센트럴,2025-10-28,84.97,29.0,2021.0,188000.0,1880000000.0
송파구,잠실동,우성4차,2025-10-28,95.84,9.0,1983.0,255000.0,2550000000.0
송파구,잠실동,잠실엘스,2025-10-28,84.8,27.0,2008.0,348000.0,3480000000.0
송파구,장지동,송파파인타운3단지,2025-10-28,84.94,2.0,2008.0,153000.0,1530000000.0
송파구,잠실동,갤러리아팰리스,2025-10-28,163.935,10.0,2005.0,333000.0,3330000000.0
송파구,잠실동,주공아파트 5단지,2025-10-27,82.51,9.0,1978.0,437500.0,4375000000.0
송파구,가락동,가락금호아파트,2025-10-27,84.85,11.0,1997.0,184000.0,1840000000.0
송파구,신천동,파크리오,2025-10-27,84.9,11.0,2008.0,286000.0,2860000000.0
송파구,문정동,올림픽훼밀리타운,2025-10-27,136.325,10.0,1988.0,310000.0,3100000000.0
송파구,마천동,한보1,2025-10-27,59.26,4.0,1998.0,92500.0,925000000.0
송파구,오금동,현대백조,2025-10-27,78.39,11.0,1997.0,124000.0,1240000000.0
송파구,신천동,장미2,2025-10-27,71.2,12.0,1979.0,299500.0,2995000000.0
송파구,오금동,우창,2025-10-27,132.86,12.0,1985.0,181000.0,1810000000.0
송파구,오금동,송파호반베르디움더퍼스트,2025-10-27,101.4632,7.0,2018.0,150000.0,1500000000.0
송파구,잠실동,우성아파트,2025-10-27,80.39,2.0,1981.0,290000.0,2900000000.0
송파구,송파동,현대,2025-10-27,59.91,6.0,1997.0,120000.0,1200000000.0
송파구,오금동,노블하우스1,2025-10-27,117.73,3.0,2004.0,87500.0,875000000.0
송파구,가락동,헬리오시티,2025-10-27,59.96,9.0,2018.0,270000.0,2700000000.0
송파구,거여동,e편한세상송파파크센트럴,2025-10-27,84.96,27.0,2021.0,187000.0,1870000000.0
송파구,가락동,대림,2025-10-27,120.96,11.0,1988.0,180000.0,1800000000.0
송파구,거여동,거여1단지,2025-10-27,39.6,4.0,1997.0,67000.0,670000000.0
송파구,방이동,올림픽선수기자촌2단지,2025-10-27,163.44,5.0,1988.0,480000.0,4800000000.0
송파구,잠실동,레이크팰리스,2025-10-27,59.97,25.0,2006.0,284000.0,2840000000.0
송파구,장지동,송파파인타운3단지,2025-10-27,84.93,9.0,2008.0,150000.0,1500000000.0
송파구,잠실동,리센츠,2025-10-27,84.99,23.0,2008.0,354000.0,3540000000.0
송파구,문정동,올림픽훼밀리타운,2025-10-27,117.585,3.0,1988.0,287000.0,2870000000.0
송파구,신천동,장미2,2025-10-27,99.0,8.0,1979.0,367000.0,3670000000.0
송파구,가락동,가락쌍용(2차),2025-10-27,59.88,6.0,1999.0,142000.0,1420000000.0
송파구,잠실동,우성아파트,2025-10-27,80.39,9.0,1981.0,310000.0,3100000000.0
송파구,잠실동,리센츠,2025-10-27,84.99,8.0,2008.0,334000.0,3340000000.0
송파구,장지동,송파파인타운5단지,2025-10-26,84.93,9.0,2008.0,170000.0,1700000000.0
송파구,송파동,2차한양아파트,2025-10-26,108.68,11.0,1984.0,251000.0,2510000000.0
송파구,장지동,위례24단지(꿈에그린),2025-10-25,84.93,4.0,2013.0,186500.0,1865000000.0
송파구,장지동,송파더센트레,2025-10-25,51.77,4.0,2013.0,125800.0,1258000000.0
송파구,신천동,파크리오,2025-10-25,84.79,29.0,2008.0,292000.0,2920000000.0
송파구,문정동,건영1,2025-10-25,84.39,6.0,1996.0,170000.0,1700000000.0
송파구,가락동,동궁리치웰(102동),2025-10-25,83.66,4.0,2005.0,106500.0,1065000000.0
송파구,문정동,문정가락현대1차,2025-10-25,84.98,3.0,1984.0,185000.0,1850000000.0
송파구,오금동,삼성,2025-10-25,73.59,3.0,1989.0,105000.0,1050000000.0
송파구,거여동,송파시그니처롯데캐슬,2025-10-25,84.98,13.0,2021.0,198000.0,1980000000.0
송파구,문정동,올림픽훼밀리타운,2025-10-25,136.325,1.0,1988.0,300000.0,3000000000.0
송파구,신천동,파크리오,2025-10-25,84.79,11.0,2008.0,309000.0,3090000000.0
송파구,송파동,래미안송파파인탑,2025-10-25,53.36,7.0,2012.0,198000.0,1980000000.0
송파구,장지동,송파더센트레,2025-10-25,59.96,14.0,2013.0,152000.0,1520000000.0
송파구,풍납동,현대리버빌1지구,2025-10-25,43.2,16.0,1999.0,73000.0,730000000.0
송파구,장지동,위례24단지(꿈에그린),2025-10-25,51.77,5.0,2013.0,133000.0,1330000000.0
송파구,거여동,송파시그니처롯데캐슬,2025-10-25,59.98,11.0,2021.0,165500.0,1655000000.0
송파구,잠실동,리센츠,2025-10-25,84.99,1.0,2008.0,303000.0,3030000000.0
송파구,가락동,래미안파크팰리스,2025-10-25,59.968,9.0,2007.0,194000.0,1940000000.0
송파구,거여동,거여5단지,2025-10-25,59.74,3.0,1997.0,94000.0,940000000.0
송파구,가락동,헬리오시티,2025-10-25,84.99,25.0,2018.0,295000.0,2950000000.0
송파구,신천동,파크리오,2025-10-25,84.79,33.0,2008.0,303000.0,3030000000.0
송파구,문정동,현대2,2025-10-25,59.91,6.0,1995.0,77500.0,775000000.0
송파구,거여동,현대3차,2025-10-25,84.94,15.0,1993.0,98000.0,980000000.0
송파구,송파동,2차한양아파트,2025-10-25,64.26,3.0,1984.0,201000.0,2010000000.0
송파구,신천동,더샵스타리버,2025-10-25,171.53,20.0,2006.0,217000.0,2170000000.0
송파구,오금동,쌍용스윗닷홈1단지,2025-10-24,84.94,1.0,2005.0,127000.0,1270000000.0
송파구,가락동,가락우성2,2025-10-24,59.99,15.0,2000.0,105000.0,1050000000.0
송파구,거여동,거여4단지,2025-10-24,39.6,6.0,1997.0,69000.0,690000000.0
송파구,신천동,파크리오,2025-10-24,84.79,5.0,2008.0,295000.0,2950000000.0
송파구,신천동,파크리오,2025-10-24,84.9,7.0,2008.0,289500.0,2895000000.0
송파구,가락동,헬리오시티,2025-10-24,84.96,4.0,2018.0,295000.0,2950000000.0
송파구,풍납동,극동,2025-10-24,58.11,3.0,1987.0,116000.0,1160000000.0
송파구,장지동,위례아이파크,2025-10-24,108.8004,20.0,2015.0,200000.0,2000000000.0
송파구,가락동,삼환,2025-10-24,121.04,11.0,1984.0,215000.0,2150000000.0
송파구,신천동,파크리오,2025-10-24,84.9,2.0,2008.0,293000.0,2930000000.0
송파구,문정동,문정대우푸르지오2차,2025-10-24,59.57,5.0,2001.0,108000.0,1080000000.0
송파구,송파동,한양아파트,2025-10-24,137.28,10.0,1983.0,170000.0,1700000000.0
송파구,장지동,힐스테이트송파위례,2025-10-24,101.8,25.0,2016.0,189500.0,1895000000.0
송파구,문정동,올림픽훼밀리타운,2025-10-24,192.235,5.0,1988.0,379000.0,3790000000.0
송파구,오금동,상아2차아파트,2025-10-24,84.98,2.0,1988.0,155000.0,1550000000.0
송파구,장지동,위례중앙푸르지오1단지,2025-10-24,84.9467,7.0,2016.0,179500.0,1795000000.0
송파구,송파동,래미안송파파인탑,2025-10-24,64.66,17.0,2012.0,214000.0,2140000000.0
송파구,장지동,위례2차아이파크,2025-10-24,108.1387,24.0,2016.0,141000.0,1410000000.0
송파구,신천동,파크리오,2025-10-24,84.9,7.0,2008.0,289500.0,2895000000.0
송파구,잠실동,리센츠,2025-10-24,27.68,15.0,2008.0,135000.0,1350000000.0
송파구,잠실동,리센츠,2025-10-24,27.68,5.0,2008.0,130000.0,1300000000.0
송파구,문정동,문정대우푸르지오1차,2025-10-24,84.86,1.0,1999.0,117500.0,1175000000.0
송파구,장지동,위례2차아이파크,2025-10-24,108.1387,24.0,2016.0,141000.0,1410000000.0
송파구,가락동,"가락3차쌍용스윗닷홈101동,102동",2025-10-24,84.82,14.0,2005.0,150000.0,1500000000.0
송파구,신천동,장미1,2025-10-24,71.2,3.0,1979.0,295000.0,2950000000.0
송파구,풍납동,이트리움송파(281-4),2025-10-24,73.45,4.0,2024.0,77425.0,774250000.0
송파구,거여동,송파레이크파크호반써밋Ⅰ,2025-10-23,108.8119,15.0,2022.0,170000.0,1700000000.0
송파구,잠실동,리센츠,2025-10-23,84.99,19.0,2008.0,345000.0,3450000000.0
송파구,가락동,대림,2025-10-23,59.24,15.0,1988.0,119000.0,1190000000.0
송파구,오금동,우방,2025-10-23,59.92,3.0,2001.0,72700.0,727000000.0
송파구,잠실동,잠실포스코더샵,2025-10-23,84.92,13.0,2004.0,138000.0,1380000000.0
송파구,장지동,위례24단지(꿈에그린),2025-10-23,84.93,9.0,2013.0,189000.0,1890000000.0
송파구,가락동,우성,2025-10-23,43.79,14.0,1986.0,134450.0,1344500000.0
송파구,잠실동,우성4차,2025-10-23,81.14,15.0,1983.0,230000.0,2300000000.0
송파구,장지동,송파파인타운11단지,2025-10-23,84.94,5.0,2007.0,160000.0,1600000000.0
송파구,가락동,래미안파크팰리스,2025-10-23,84.885,7.0,2007.0,219000.0,2190000000.0
송파구,잠실동,레이크팰리스,2025-10-23,135.82,12.0,2006.0,399000.0,3990000000.0
송파구,장지동,송파파인타운4단지,2025-10-23,84.95,11.0,2008.0,175000.0,1750000000.0
마포구,신공덕동,신공덕래미안2차,2025-10-23,59.48,15.0,2000.0,140000.0,1400000000.0
송파구,잠실동,트리지움,2025-10-23,59.88,9.0,2007.0,296000.0,2960000000.0
송파구,풍납동,신동아파밀리에,2025-10-23,59.36,4.0,1993.0,67000.0,670000000.0
송파구,신천동,파크리오,2025-10-23,59.95,3.0,2008.0,265000.0,2650000000.0
송파구,가락동,대림,2025-10-23,69.74,12.0,1988.0,80000.0,800000000.0
송파구,잠실동,우성아파트,2025-10-23,96.65,4.0,1981.0,339000.0,3390000000.0
송파구,신천동,파크리오,2025-10-23,84.9,9.0,2008.0,291000.0,2910000000.0
송파구,문정동,문정래미안,2025-10-23,133.29,5.0,2004.0,186500.0,1865000000.0
송파구,가락동,우성,2025-10-23,127.75,11.0,1986.0,213000.0,2130000000.0
송파구,오금동,상아2차아파트,2025-10-23,60.0,1.0,1988.0,128000.0,1280000000.0
송파구,신천동,장미1,2025-10-23,155.22,2.0,1979.0,420000.0,4200000000.0
송파구,가락동,송파동부쎈트레빌,2025-10-22,84.98,14.0,2004.0,180000.0,1800000000.0
송파구,거여동,거여1단지,2025-10-22,39.6,6.0,1997.0,70000.0,700000000.0
송파구,문정동,올림픽훼밀리타운,2025-10-22,136.325,7.0,1988.0,304000.0,3040000000.0
송파구,가락동,가락(1차)쌍용아파트,2025-10-22,59.92,7.0,1997.0,169500.0,1695000000.0
송파구,문정동,힐스테이트e편한세상문정,2025-10-22,59.87,10.0,2024.0,170000.0,1700000000.0
송파구,신천동,파크리오,2025-10-22,84.79,29.0,2008.0,289000.0,2890000000.0
송파구,신천동,장미1,2025-10-22,99.0,10.0,1979.0,350000.0,3500000000.0
송파구,가락동,삼환,2025-10-22,72.88,11.0,1984.0,176300.0,1763000000.0
송파구,방이동,트리니엘,2025-10-22,33.3799,3.0,2021.0,42000.0,420000000.0
송파구,잠실동,레이크팰리스,2025-10-22,84.82,6.0,2006.0,309500.0,3095000000.0
송파구,문정동,문정래미안,2025-10-22,120.97,3.0,2004.0,179000.0,1790000000.0
송파구,문정동,올림픽훼밀리타운,2025-10-22,158.705,8.0,1988.0,328000.0,3280000000.0
송파구,풍납동,쌍용,2025-10-22,84.85,11.0,1994.0,130000.0,1300000000.0
송파구,오금동,현대백조,2025-10-22,114.36,9.0,1997.0,149000.0,1490000000.0
송파구,신천동,장미1,2025-10-22,82.45,12.0,1979.0,320000.0,3200000000.0
송파구,오금동,송파두산위브,2025-10-22,59.9823,13.0,2019.0,108500.0,1085000000.0
송파구,가락동,현대(60동),2025-10-22,84.31,11.0,1991.0,120000.0,1200000000.0
송파구,잠실동,리센츠,2025-10-22,27.68,4.0,2008.0,126500.0,1265000000.0
송파구,방이동,올림픽선수기자촌3단지,2025-10-22,100.31,10.0,1988.0,311000.0,3110000000.0
송파구,장지동,위례24단지(꿈에그린),2025-10-22,51.77,6.0,2013.0,132000.0,1320000000.0
송파구,마천동,천마그랑밸리,2025-10-22,84.8,3.0,2004.0,90000.0,900000000.0
송파구,가락동,동부센트레빌,2025-10-22,143.02,3.0,2001.0,187000.0,1870000000.0
송파구,마천동,송파파크데일2단지,2025-10-22,114.91,7.0,2011.0,138500.0,1385000000.0
송파구,가락동,대림,2025-10-22,84.11,5.0,1988.0,147000.0,1470000000.0
송파구,풍납동,잠실올림픽공원아이파크,2025-10-22,75.91,15.0,2019.0,226500.0,2265000000.0
송파구,문정동,문정가락현대1차,2025-10-22,123.61,6.0,1984.0,210000.0,2100000000.0
송파구,문정동,문정시영,2025-10-22,25.65,3.0,1989.0,49000.0,490000000.0
송파구,가락동,현대(60동),2025-10-22,84.46,1.0,1991.0,120000.0,1200000000.0
송파구,가락동,헬리오시티,2025-10-22,84.99,8.0,2018.0,289500.0,2895000000.0
송파구,거여동,우방1,2025-10-22,59.91,15.0,1999.0,82500.0,825000000.0
송파구,잠실동,잠실엘스,2025-10-21,84.97,22.0,2008.0,260000.0,2600000000.0
송파구,방이동,올림픽선수기자촌2단지,2025-10-21,126.18,3.0,1988.0,385000.0,3850000000.0
송파구,가락동,가락(1차)쌍용아파트,2025-10-21,59.92,1.0,1997.0,149500.0,1495000000.0
송파구,장지동,위례신도시송파푸르지오,2025-10-21,106.967,14.0,2015.0,185000.0,1850000000.0
송파구,오금동,상아2차아파트,2025-10-21,84.98,7.0,1988.0,152500.0,1525000000.0
송파구,송파동,잠실더샵루벤,2025-10-21,106.8873,9.0,2025.0,238000.0,2380000000.0
송파구,잠실동,리센츠,2025-10-21,84.99,16.0,2008.0,350000.0,3500000000.0
송파구,신천동,파크리오,2025-10-21,35.24,4.0,2008.0,110800.0,1108000000.0
송파구,문정동,문정래미안,2025-10-21,150.58,12.0,2004.0,197000.0,1970000000.0
송파구,잠실동,우성4차,2025-10-21,95.84,8.0,1983.0,250000.0,2500000000.0
송파구,가락동,현대(6차),2025-10-21,84.8,5.0,1991.0,133000.0,1330000000.0
송파구,잠실동,리센츠,2025-10-21,27.68,30.0,2008.0,157000.0,1570000000.0
송파구,문정동,문정시영,2025-10-21,39.69,2.0,1989.0,74500.0,745000000.0
송파구,잠실동,주공아파트 5단지,2025-10-21,82.61,4.0,1978.0,422550.0,4225500000.0
송파구,문정동,문정래미안,2025-10-20,84.96,11.0,2004.0,179000.0,1790000000.0
송파구,풍납동,씨티극동1,2025-10-20,114.63,9.0,1998.0,143000.0,1430000000.0
송파구,거여동,거여5단지,2025-10-20,84.17,12.0,1997.0,119250.0,1192500000.0
송파구,가락동,동궁리치웰(101동),2025-10-20,136.16,1.0,2002.0,137000.0,1370000000.0
송파구,잠실동,잠실엘스,2025-10-20,84.8,15.0,2008.0,328000.0,3280000000.0
송파구,가락동,가락(1차)쌍용아파트,2025-10-20,84.69,3.0,1997.0,192000.0,1920000000.0
