시군구,도로명코드,도로명,영문도로명,읍면동일련번호,시도명,시군구명,읍면동구분,읍면동코드,읍면동명,상위도로코드,상위도로명,폐지구분,변경이력사유,변경이력정보,영문시도명,영문시군구명,영문읍면동명,고시일자,말소일자
11350,1000027,서울외곽순환고속도로,Seouloegwaksunhwan Expressway,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20101228.0,
11350,3000001,동일로,Dongil-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20090710.0,
11350,3000001,동일로,Dongil-ro,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20090710.0,
11350,3000001,동일로,Dongil-ro,2,서울특별시,노원구,1,105.0,상계동,,,0,,,Seoul,Nowon-gu,Sanggye-dong,20090710.0,
11350,3000001,동일로,Dongil-ro,3,서울특별시,노원구,1,106.0,중계동,,,0,,,Seoul,Nowon-gu,Junggye-dong,20090710.0,
11350,3000001,동일로,Dongil-ro,4,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20111118.0,
11350,3000004,덕릉로,Deongneung-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20090710.0,
11350,3000004,덕릉로,Deongneung-ro,1,서울특별시,노원구,1,105.0,상계동,,,0,,,Seoul,Nowon-gu,Sanggye-dong,20090710.0,
11350,3000004,덕릉로,Deongneung-ro,2,서울특별시,노원구,1,106.0,중계동,,,0,,,Seoul,Nowon-gu,Junggye-dong,20090710.0,
11350,3000115,누원로,Nuwon-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,,
11350,3000115,누원로,Nuwon-ro,1,서울특별시,노원구,1,105.0,상계동,,,0,,,Seoul,Nowon-gu,Sanggye-dong,,
11350,3005046,화랑로,Hwarang-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100520.0,
11350,3005046,화랑로,Hwarang-ro,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100520.0,
11350,3005046,화랑로,Hwarang-ro,2,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100520.0,
11350,3005047,노해로,Nohae-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,3005047,노해로,Nohae-ro,1,서울특별시,노원구,1,105.0,상계동,,,0,,,Seoul,Nowon-gu,Sanggye-dong,20100610.0,
11350,3005050,공릉로,Gongneung-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100520.0,
11350,3005050,공릉로,Gongneung-ro,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100520.0,
11350,3005050,공릉로,Gongneung-ro,2,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100520.0,
11350,3005050,공릉로,Gongneung-ro,3,서울특별시,노원구,1,106.0,중계동,,,0,,,Seoul,Nowon-gu,Junggye-dong,20100520.0,
11350,3107018,월계로,Wolgye-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,3107018,월계로,Wolgye-ro,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,3109006,마들로,Madeul-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,3109006,마들로,Madeul-ro,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,3109008,우이천로,Uicheon-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,3109008,우이천로,Uicheon-ro,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,3110001,광운로,Gwangun-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,3110001,광운로,Gwangun-ro,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,3110002,노원로,Nowon-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,3110002,노원로,Nowon-ro,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,3110002,노원로,Nowon-ro,2,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,3110002,노원로,Nowon-ro,3,서울특별시,노원구,1,105.0,상계동,,,0,,,Seoul,Nowon-gu,Sanggye-dong,20100610.0,
11350,3110002,노원로,Nowon-ro,4,서울특별시,노원구,1,106.0,중계동,,,0,,,Seoul,Nowon-gu,Junggye-dong,20100610.0,
11350,3110003,상계로,Sanggye-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,3110003,상계로,Sanggye-ro,1,서울특별시,노원구,1,105.0,상계동,,,0,,,Seoul,Nowon-gu,Sanggye-dong,20100610.0,
11350,3110004,석계로,Seokgye-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,3110004,석계로,Seokgye-ro,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,3110005,섬밭로,Seombat-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,3110005,섬밭로,Seombat-ro,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,3110005,섬밭로,Seombat-ro,2,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,3110005,섬밭로,Seombat-ro,3,서울특별시,노원구,1,106.0,중계동,,,0,,,Seoul,Nowon-gu,Junggye-dong,20100610.0,
11350,3110006,수락산로,Suraksan-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,3110006,수락산로,Suraksan-ro,1,서울특별시,노원구,1,105.0,상계동,,,0,,,Seoul,Nowon-gu,Sanggye-dong,20100610.0,
11350,3110007,중계로,Junggye-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100906.0,
11350,3110007,중계로,Junggye-ro,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100906.0,
11350,3110007,중계로,Junggye-ro,2,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100906.0,
11350,3110007,중계로,Junggye-ro,3,서울특별시,노원구,1,106.0,중계동,,,0,,,Seoul,Nowon-gu,Junggye-dong,20100906.0,
11350,3110008,초안산로,Choansan-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,3110008,초안산로,Choansan-ro,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,3110009,한글비석로,Hangeulbiseok-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,3110009,한글비석로,Hangeulbiseok-ro,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,3110009,한글비석로,Hangeulbiseok-ro,2,서울특별시,노원구,1,105.0,상계동,,,0,,,Seoul,Nowon-gu,Sanggye-dong,20100610.0,
11350,3110009,한글비석로,Hangeulbiseok-ro,3,서울특별시,노원구,1,106.0,중계동,,,0,,,Seoul,Nowon-gu,Junggye-dong,20100610.0,
11350,3351447,동부간선로,Dongbuganseon-ro,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20170102.0,
11350,4121734,한천로96길,Hancheon-ro 96-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,,
11350,4127052,덕릉로60길,Deongneung-ro 60-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4127052,덕릉로60길,Deongneung-ro 60-gil,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,4130001,공릉로20가길,Gongneung-ro 20ga-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130001,공릉로20가길,Gongneung-ro 20ga-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130002,공릉로20길,Gongneung-ro 20-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130002,공릉로20길,Gongneung-ro 20-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130003,공릉로22길,Gongneung-ro 22-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130003,공릉로22길,Gongneung-ro 22-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130004,공릉로24길,Gongneung-ro 24-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130004,공릉로24길,Gongneung-ro 24-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130005,공릉로26길,Gongneung-ro 26-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130005,공릉로26길,Gongneung-ro 26-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130006,공릉로27길,Gongneung-ro 27-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130006,공릉로27길,Gongneung-ro 27-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130007,공릉로29길,Gongneung-ro 29-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130007,공릉로29길,Gongneung-ro 29-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130008,공릉로32길,Gongneung-ro 32-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130008,공릉로32길,Gongneung-ro 32-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130009,공릉로33길,Gongneung-ro 33-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130009,공릉로33길,Gongneung-ro 33-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130010,공릉로34길,Gongneung-ro 34-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130010,공릉로34길,Gongneung-ro 34-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130011,공릉로35길,Gongneung-ro 35-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130011,공릉로35길,Gongneung-ro 35-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130012,공릉로37길,Gongneung-ro 37-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130012,공릉로37길,Gongneung-ro 37-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130013,공릉로38길,Gongneung-ro 38-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130013,공릉로38길,Gongneung-ro 38-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130014,공릉로39길,Gongneung-ro 39-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130014,공릉로39길,Gongneung-ro 39-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130015,공릉로41가길,Gongneung-ro 41ga-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130015,공릉로41가길,Gongneung-ro 41ga-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130016,공릉로41길,Gongneung-ro 41-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130016,공릉로41길,Gongneung-ro 41-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130017,공릉로41나길,Gongneung-ro 41na-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130017,공릉로41나길,Gongneung-ro 41na-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130018,공릉로41다길,Gongneung-ro 41da-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130018,공릉로41다길,Gongneung-ro 41da-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130019,공릉로41라길,Gongneung-ro 41ra-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130019,공릉로41라길,Gongneung-ro 41ra-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130020,공릉로41마길,Gongneung-ro 41ma-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130020,공릉로41마길,Gongneung-ro 41ma-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130021,공릉로42길,Gongneung-ro 42-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130021,공릉로42길,Gongneung-ro 42-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130022,공릉로43가길,Gongneung-ro 43ga-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130022,공릉로43가길,Gongneung-ro 43ga-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130023,공릉로43길,Gongneung-ro 43-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130023,공릉로43길,Gongneung-ro 43-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130024,공릉로46가길,Gongneung-ro 46ga-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130024,공릉로46가길,Gongneung-ro 46ga-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130025,공릉로46길,Gongneung-ro 46-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130025,공릉로46길,Gongneung-ro 46-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130026,공릉로48길,Gongneung-ro 48-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130026,공릉로48길,Gongneung-ro 48-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130027,공릉로51길,Gongneung-ro 51-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130027,공릉로51길,Gongneung-ro 51-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130028,공릉로55길,Gongneung-ro 55-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130028,공릉로55길,Gongneung-ro 55-gil,1,서울특별시,노원구,1,103.0,공릉동,,,0,,,Seoul,Nowon-gu,Gongneung-dong,20100610.0,
11350,4130028,공릉로55길,Gongneung-ro 55-gil,2,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130029,공릉로58가길,Gongneung-ro 58ga-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130029,공릉로58가길,Gongneung-ro 58ga-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130030,공릉로58길,Gongneung-ro 58-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130030,공릉로58길,Gongneung-ro 58-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130031,공릉로58나길,Gongneung-ro 58na-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130031,공릉로58나길,Gongneung-ro 58na-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130032,공릉로58다길,Gongneung-ro 58da-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130032,공릉로58다길,Gongneung-ro 58da-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130033,공릉로58라길,Gongneung-ro 58ra-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130033,공릉로58라길,Gongneung-ro 58ra-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130034,공릉로58마길,Gongneung-ro 58ma-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130034,공릉로58마길,Gongneung-ro 58ma-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130035,공릉로58바길,Gongneung-ro 58ba-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130035,공릉로58바길,Gongneung-ro 58ba-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130036,공릉로59가길,Gongneung-ro 59ga-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130036,공릉로59가길,Gongneung-ro 59ga-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130037,공릉로59길,Gongneung-ro 59-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130037,공릉로59길,Gongneung-ro 59-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130038,공릉로59나길,Gongneung-ro 59na-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130038,공릉로59나길,Gongneung-ro 59na-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130039,공릉로62가길,Gongneung-ro 62ga-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130039,공릉로62가길,Gongneung-ro 62ga-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130040,공릉로62길,Gongneung-ro 62-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130040,공릉로62길,Gongneung-ro 62-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130041,공릉로63길,Gongneung-ro 63-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130041,공릉로63길,Gongneung-ro 63-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130042,공릉로65길,Gongneung-ro 65-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130042,공릉로65길,Gongneung-ro 65-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130043,공릉로70길,Gongneung-ro 70-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130043,공릉로70길,Gongneung-ro 70-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130044,광운로10길,Gwangun-ro 10-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130044,광운로10길,Gwangun-ro 10-gil,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,4130045,광운로12길,Gwangun-ro 12-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130045,광운로12길,Gwangun-ro 12-gil,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,4130046,광운로13길,Gwangun-ro 13-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130046,광운로13길,Gwangun-ro 13-gil,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,4130047,광운로15길,Gwangun-ro 15-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130047,광운로15길,Gwangun-ro 15-gil,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,4130048,광운로17길,Gwangun-ro 17-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130048,광운로17길,Gwangun-ro 17-gil,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,4130049,광운로19가길,Gwangun-ro 19ga-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130049,광운로19가길,Gwangun-ro 19ga-gil,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,4130050,광운로19길,Gwangun-ro 19-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130050,광운로19길,Gwangun-ro 19-gil,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,4130051,광운로1길,Gwangun-ro 1-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130051,광운로1길,Gwangun-ro 1-gil,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,4130052,광운로22길,Gwangun-ro 22-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130052,광운로22길,Gwangun-ro 22-gil,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,4130053,광운로2가길,Gwangun-ro 2ga-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130053,광운로2가길,Gwangun-ro 2ga-gil,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,4130054,광운로2길,Gwangun-ro 2-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130054,광운로2길,Gwangun-ro 2-gil,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,4130055,광운로2나길,Gwangun-ro 2na-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130055,광운로2나길,Gwangun-ro 2na-gil,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,4130056,광운로3길,Gwangun-ro 3-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130056,광운로3길,Gwangun-ro 3-gil,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,4130057,광운로6길,Gwangun-ro 6-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130057,광운로6길,Gwangun-ro 6-gil,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,4130058,광운로7길,Gwangun-ro 7-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130058,광운로7길,Gwangun-ro 7-gil,1,서울특별시,노원구,1,102.0,월계동,,,0,,,Seoul,Nowon-gu,Wolgye-dong,20100610.0,
11350,4130059,노원로11길,Nowon-ro 11-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130059,노원로11길,Nowon-ro 11-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130061,노원로15길,Nowon-ro 15-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
11350,4130061,노원로15길,Nowon-ro 15-gil,1,서울특별시,노원구,1,104.0,하계동,,,0,,,Seoul,Nowon-gu,Hagye-dong,20100610.0,
11350,4130061,노원로15길,Nowon-ro 15-gil,2,서울특별시,노원구,1,106.0,중계동,,,0,,,Seoul,Nowon-gu,Junggye-dong,20100610.0,
11350,4130062,노원로16길,Nowon-ro 16-gil,0,서울특별시,노원구,2,,,,,0,,,Seoul,Nowon-gu,,20100610.0,
