kaptCode,kaptName,doroJuso,수집지역
A10024358,풍납 갑을아파트,서울특별시 송파구 풍납동 한가람로 414,송파구
A10026804,강변현대아파트,서울특별시 송파구 풍납동 한가람로 402,송파구
A13804003,풍납시티극동,서울특별시 송파구 풍납동 한가람로 478,송파구
A13887301,풍납신성노바빌,서울특별시 송파구 풍납동 한가람로 468,송파구
A13887302,풍납동아한가람,서울특별시 송파구 풍납동 한가람로 448,송파구
A10023169,현대타워아파트,서울특별시 송파구 신천동 올림픽로 293-19,송파구
A10027523,월드메르디앙주상복합아파트,서울특별시 송파구 잠실동 올림픽로 74,송파구
A13804004,풍납현대,서울특별시 송파구 풍납동 올림픽로 525,송파구
A13822003,잠실리센츠,서울특별시 송파구 잠실동 올림픽로 135,송파구
A13822004,잠실엘스아파트,서울특별시 송파구 잠실동 올림픽로 99,송파구
A13822301,갤러리아팰리스,서울특별시 송파구 잠실동 올림픽로 212,송파구
A13824006,잠실파크리오,서울특별시 송파구 신천동 올림픽로 435,송파구
A13872502,롯데캐슬골드,서울특별시 송파구 신천동 올림픽로 269,송파구
A10025467,풍납대아아파트,서울특별시 송파구 풍납동 풍성로 52,송파구
A13887702,풍납미성,서울특별시 송파구 풍납동 풍성로 14,송파구
A10022033, 삼호아파트,,송파구
A13880701,가락미륭아파트,서울특별시 송파구 가락동 동남로11길 4,송파구
A13816202,가락극동,서울특별시 송파구 가락동 동남로18길 9,송파구
A13881204,가락프라자,,송파구
A13813005,가락우창,서울특별시 송파구 오금동 동남로24길 6,송파구
A10021256,가락풍림아파트,서울특별시 송파구 가락동 동남로9길 39,송파구
A10021237,송파건원여미지아파트,서울특별시 송파구 마천동 마천로35길 12,송파구
A10022249,아남아파트,서울특별시 송파구 마천동 마천로35길 18,송파구
A13812002,마천금호,서울특별시 송파구 마천동 마천로57길 16,송파구
A13822902,잠실우성4차,서울특별시 송파구 잠실동 백제고분로18길 30,송파구
A13886701,잠실현대,서울특별시 송파구 잠실동 백제고분로18길 7,송파구
A10021157,삼전현대아파트,서울특별시 송파구 삼전동 백제고분로22길 39,송파구
A10023070,잠실 센트럴파크,서울특별시 송파구 잠실동 백제고분로7길 42,송파구
A13821001,송파파인타운4단지,서울특별시 송파구 장지동 새말로12길 16,송파구
A13820005,문정건영,서울특별시 송파구 문정동 새말로8길 12,송파구
A10026717,마천동신동아아파트,서울특별시 송파구 마천동 성내천로21길 11,송파구
A10026961,송파파크데일3단지아파트,서울특별시 송파구 마천동 성내천로47길 22,송파구
A13812005,송파파크데일2단지,서울특별시 송파구 마천동 성내천로47길 38,송파구
A10020796,잠실더샵루벤,서울특별시 송파구 송파동 송이로12길 11,송파구
A13880201,가락현대6차,서울특별시 송파구 가락동 송이로19길 8,송파구
A13895502,가락3차쌍용스윗닷홈(1~4동),서울특별시 송파구 가락동 송이로19길 15,송파구
A13880105,가락2차쌍용아파트,서울특별시 송파구 가락동 송이로15길 31,송파구
A10022403,힐스테이트 e편한세상 문정아파트,,송파구
A13820002,문정세양청마루,서울특별시 송파구 문정동 송이로31길 66,송파구
A13820007,문정시영,서울특별시 송파구 문정동 송이로31길 56,송파구
A13882401,문정푸르지오2차,서울특별시 송파구 문정동 송이로32길 37,송파구
A10021504,송파파밀리에더퍼스트아파트,서울특별시 송파구 송파동 송이로4길 15,송파구
A10022030,문정현대아파트,서울특별시 송파구 문정동 송이로34길 26,송파구
A10022995,문정동현대2차아파트,서울특별시 송파구 문정동 송파대로16길 12,송파구
A10024172,문정현대아파트,서울특별시 송파구 문정동 송파대로20길 28,송파구
A10021390,송파가락두산위브센티움,서울특별시 송파구 가락동 송파대로30길 16,송파구
A13816002,가락동부센트레빌,서울특별시 송파구 가락동 송파대로32길 33,송파구
A13880406,가락우성1차,서울특별시 송파구 가락동 송파대로32길 8,송파구
A13880407,가락금호,서울특별시 송파구 가락동 송파대로32길 15,송파구
A13895501,송파성원상떼빌,서울특별시 송파구 가락동 송파대로28길 27,송파구
A13816101,송파동부센트레빌,서울특별시 송파구 가락동 송파대로37길 29,송파구
A10023296,송파파인타운12단지,서울특별시 송파구 장지동 송파대로8길 42,송파구
A13821002,송파파인타운11단지,서울특별시 송파구 장지동 송파대로8길 58,송파구
A13821005,송파파인타운10단지,서울특별시 송파구 장지동 송파대로8길 20,송파구
A13821007,송파파인타운9단지,서울특별시 송파구 장지동 송파대로8길 17,송파구
A13876112,송파파인타운13단지,서울특별시 송파구 장지동 송파대로8길 10,송파구
A13811001,거여6단지,서울특별시 송파구 거여동 양산로2길 38,송파구
A13811204,거여3단지,서울특별시 송파구 거여동 양산로2길 44,송파구
A13811203,거여4단지,서울특별시 송파구 거여동 양산로4길 8,송파구
A13811205,거여5단지,서울특별시 송파구 거여동 양산로4길 16,송파구
A13817101,송파호수임광,서울특별시 송파구 송파동 송파대로48길 29,송파구
A13811202,동아효성아파트(거여2단지),서울특별시 송파구 거여동 양산로8길 24,송파구
A13811206,거여1단지,서울특별시 송파구 거여동 양산로8길 8,송파구
A10021425,오금쌍용스윗닷홈1차,서울특별시 송파구 오금동 양재대로72길 42,송파구
A13813006,오금현대백조,서울특별시 송파구 오금동 양재대로72길 15,송파구
A13873701,오금현대백조(임대),서울특별시 송파구 오금동 양재대로72길 20,송파구
A13883602,방이코오롱,서울특별시 송파구 방이동 오금로31길 27,송파구
A13813010,오금현대아파트,서울특별시 송파구 오금동 오금로35길 17,송파구
A13817001,래미안송파파인탑,서울특별시 송파구 송파동 오금로32길 31,송파구
A13877501,송파삼성래미안,서울특별시 송파구 송파동 오금로32길 14,송파구
A13885301,송파현대1차,서울특별시 송파구 송파동 오금로32길 42,송파구
A13885303,송파미성,서울특별시 송파구 송파동 오금로32길 10,송파구
A13885306,가락삼익맨숀,서울특별시 송파구 송파동 오금로32길 5,송파구
A13881603,거여현대1차,서울특별시 송파구 거여동 오금로54길 10,송파구
A10025284,거여리본타운 아파트,서울특별시 송파구 거여동 오금로53길 14,송파구
A10021407,어울림거여동아파트,서울특별시 송파구 거여동 오금로56길 28,송파구
A13881601,거여우방,서울특별시 송파구 거여동 오금로56길 16,송파구
A13881401,거여현대2차,서울특별시 송파구 거여동 오금로61길 20,송파구
A10024655,쌍용스윗닷홈거여역1차아파트,서울특별시 송파구 거여동 오금로62길 10,송파구
A13804002,풍납쌍용,서울특별시 송파구 풍납동 올림픽로47길 9,송파구
A13804001,풍납극동,서울특별시 송파구 풍납동 올림픽로45길 11,송파구
A13822701,잠실아시아선수촌,서울특별시 송파구 잠실동 올림픽로4길 15,송파구
A13822702,"잠실우성1,2,3차",서울특별시 송파구 잠실동 올림픽로4길 42,송파구
A10025185,잠실올림픽공원아이파크,서울특별시 송파구 풍납동 올림픽로43길 34,송파구
A13805003,신구블레스밸리,서울특별시 송파구 방이동 위례성대로12길 25,송파구
A10021457,방이금호어울림아파트,서울특별시 송파구 방이동 위례성대로8길 28,송파구
A13880602,가락우성2차아파트,서울특별시 송파구 가락동 중대로12길 35,송파구
A13821003,송파파인타운5단지,서울특별시 송파구 장지동 충민로4길 5,송파구
A13821004,송파파인타운7단지,서울특별시 송파구 장지동 충민로4길 19,송파구
A13821006,송파파인타운8단지,서울특별시 송파구 장지동 충민로4길 6,송파구
A10024379,(풍납)대동아파트,서울특별시 송파구 풍납동 풍성로15길 10,송파구
A10021523,풍납현대사원아파트,서울특별시 송파구 풍납동 풍성로14길 19,송파구
A13876108,송파파인타운6단지,서울특별시 송파구 장지동 충민로6길 14,송파구
A13887403,현대리버빌2차아파트,서울특별시 송파구 풍납동 풍성로24길 42,송파구
A10025632,송파해모로아파트,서울특별시 송파구 풍납동 풍성로26길 47,송파구
A13887901,송파현대힐스테이트,서울특별시 송파구 풍납동 풍성로26길 31,송파구
A13881701,송파파크데일1단지,서울특별시 송파구 마천동 성내천로37길 37,송파구
A13824002,잠실더샵스타파크,서울특별시 송파구 신천동 올림픽로35가길 10,송파구
A13824003,한신코아,서울특별시 송파구 신천동 올림픽로35가길 11,송파구
A13872503,잠실푸르지오월드마크,서울특별시 송파구 신천동 올림픽로35가길 9,송파구
A13824001,포스코더샵스타리버,서울특별시 송파구 신천동 올림픽로35길 93,송파구
A13824005,신천장미1차2차,서울특별시 송파구 신천동 올림픽로35길 104,송파구
A13872504,장미3차,서울특별시 송파구 신천동 올림픽로35길 94,송파구
